Establecimiento,Direccion,Seccion,Circuito,Mesas,Mesa desde,Mesa Hasta,electores,ID,obs,Nombre Seccion,Nombre Circuito,Ciudad,Barrio,Latitud,Longitud
INST LANTERIANO LA MERCED,BELISARIO ROLDAN 275,13,186,11,6039,6049,3818,13-186,,Río Cuarto,PUEBLO ALBERDI,PUEBLO ALBERDI,,,
COLEGIO MARIA BENITA ARIAS,MONTEVIDEO 751,13,186,10,6015,6024,3472,13-186,,Río Cuarto,PUEBLO ALBERDI,PUEBLO ALBERDI,,,
IPEMN° 26 JUAN FILLOY,BELISARIO ROLDAN 535,13,186,10,6005,6014,3471,13-186,,Río Cuarto,PUEBLO ALBERDI,PUEBLO ALBERDI,,,
IPET 314- GRAL J DE SAN MARTIN,GUEMEZ 1600,13,186,4,6064,6067,1385,13-186,,Río Cuarto,PUEBLO ALBERDI,PUEBLO ALBERDI,,,
ESC CAP DE NAV S ALBARRACIN,PUEYRREDON,13,187,1,6068,6068,117,13-187,,Río Cuarto,PUEYRREDON,PUEYRREDON,,,
ESC.NORMAL COMERCIAL,BAIGORRIA 463,13,188,27,6222,6248,9346,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESC.NORM.NAC.MIXTA,CONSTITUCION 1040,13,188,24,6069,6092,8348,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
COL NTRA SRA DEL CARMEN,BAIGORRIA 373,13,188,17,6137,6153,5909,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESC MANUEL BELGRANO,SOBREMONTE 1333,13,188,14,6196,6209,4851,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESCUELA GENERAL PAZ,MITRE 850,13,188,13,6124,6136,4519,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESCUELA GRAL ROCA,PASO 790,13,188,12,6162,6173,4181,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
INST SAN BUENAVENTURA,SAN MARTIN 250,13,188,12,6093,6104,4173,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
IPET 259 AMBROSIO OLMOS,BAIGORRIA 527,13,188,12,6210,6221,4168,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
COLEGIO GALILEO GALILEI,ALVEAR 1040,13,188,12,6267,6278,4159,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESC BARTOLOME MITRE,LAVALLE 1452,13,188,12,6174,6185,4147,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESC FLORENTINO AMEGHINO,9 DE JULIO 314,13,188,10,6105,6114,3484,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESC VELEZ SARSFIELD,MENDOZA 1502,13,188,10,6249,6258,3473,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESC 21 DE JULIO,BAIGORRIA 552,13,188,10,6186,6195,3469,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
DICHIARA-EX ESC.GRAL S.MARTIN,BOLIVAR Y ALBERDI 335,13,188,9,6115,6123,3131,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
COLEGIO HISPANO ARGENTINO,FOTHERINGHAM 68,13,188,9,6279,6287,3118,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESC ALTE BROWN,RIO QUINTO 660,13,188,8,6154,6161,2787,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
ESCUELA PIAS,BV GRAL ROCA 701,13,188,8,6259,6266,2781,13-188,,Río Cuarto,RIO CUARTO,RIO CUARTO,,,
INSTPABLO ANTONIO PIZZURNO,SAMPACHO,13,189,8,6302,6309,2713,13-189,,Río Cuarto,SAMPACHO,SAMPACHO,,,
ESC SAN MARTIN,SAMPACHO,13,189,7,6295,6301,2381,13-189,,Río Cuarto,SAMPACHO,SAMPACHO,,,
INSTITUTO LA CONSOLATA,HIPOLITO IRIGOYEN 482,13,189,7,6288,6294,2373,13-189,,Río Cuarto,SAMPACHO,SAMPACHO,,,
ESC.SAN JUAN BOSCO,PUBLICA,13,190,1,6310,6310,129,13-190,,Río Cuarto,SAN AMBROSIO,SAN AMBROSIO,,,
ESC JOSE DE SAN MARTIN,BELGRANO 121,13,191,6,6315,6320,2046,13-191,,Río Cuarto,SAN BASILIO,SAN BASILIO,,,
INST JUAN BAUTISTA ALBERDI,BV LORENZO BERARDO  NORTE 325,13,191,4,6311,6314,1369,13-191,,Río Cuarto,SAN BASILIO,SAN BASILIO,,,
ESC R ESCALADA DE SAN MARTIN,SUCO,13,192,2,6322,6323,464,13-192,,Río Cuarto,SUCO,SUCO,,,
ESC.PROV.J.M.ESTRADA,AVELLANEDA 181,13,193,2,6324,6325,562,13-193,,Río Cuarto,TOSQUITA,TOSQUITA,,,
ESCUELA-JUAN B ALBERDI,CALLE 3,13,194,2,6326,6327,576,13-194,,Río Cuarto,WASHINGTON,WASHINGTON,,,
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,13,160A,1,5705,5705,259,13-160A,,Río Cuarto,LA CAROLINA,LA CAROLINA,,,
ESC.C.G. DE REZZANO,CALLE 11,13,178A,2,5908,5909,474,13-178A,,Río Cuarto,LAS ALBAHACAS,LAS ALBAHACAS,,,
ESC.ALBERGUE J.HERNANDEZ,PUBLICA,13,178B,1,5910,5910,127,13-178B,,Río Cuarto,VILLA EL CHACAY,VILLA EL CHACAY,,,
ESC.PROV.M.BELGRANO,SARMIENTO,13,184A,3,5988,5990,737,13-184A,,Río Cuarto,MONTE DE LOS GAUCHOS,MONTE DE LOS GAUCHOS,,,
ESC.PROV.R.E.DE SAN MARTIN,REMEDIOS ESCALADA DE SAN MARTIN,13,191A,1,6321,6321,329,13-191A,,Río Cuarto,MALENA,MALENA,,,
ESC.PROV.J.DE SAN MARTIN,PUBLICA S/N,14,195,1,6328,6328,177,14-195,,Río Primero,ATAHONA,ATAHONA,,,
ESC.PROV.M.MORENO,CALLE 12,14,196,1,6329,6329,213,14-196,,Río Primero,CAÑADA DE MACHADO,CAÑADA DE MACHADO,,,
ESC PROV JOAQUIN V GONZALEZ,JOAQUIN V GONZALEZ S/N,14,197,2,6330,6331,373,14-197,,Río Primero,LA POSTA,LA POSTA,,,
ESC PROV MARTIN GUEMES,MARTIN GUEMES Y RAVADAVIA S/N,14,198,3,6332,6334,1043,14-198,,Río Primero,CAPILLA DE REMEDIOS,CAPILLA DE REMEDIOS,,,
ESC N°315  ARTURO CAPDEVILA,MAESTRO MARIO S/N,14,199,1,6335,6335,264,14-199,,Río Primero,CHALACEA,CHALACEA,,,
ESC M.C.CALDECOT DE ARGUELLO,FIGUEROA ALCORTA S/N,14,200,2,6336,6337,513,14-200,,Río Primero,DIEGO DE ROJAS,DIEGO DE ROJAS,,,
ESC JOSE MARIA PAZ,LAS CUATRO ESQUINAS,14,201,1,6338,6338,126,14-201,,Río Primero,COLONIA LAS CUATRO ESQUINAS,COLONIA LAS CUATRO ESQUINAS,,,
ESC PROV JOSE MANUEL ESTRADA,MALVINAS ARGENTINAS S/N,14,202,1,6340,6340,342,14-202,,Río Primero,ESQUINA,ESQUINA,,,
ESC.R.E.DE SAN MARTIN,MARTIN MIGUEL DE GUEMEZ Y PEDRO VIVA,14,203,2,6341,6342,360,14-203,,Río Primero,PEDRO E.VIVAS,PEDRO E.VIVAS,,,
ESC DR D VELEZ SARSFIELD,MARIANO MORENO 1020,14,204,6,6348,6353,2059,14-204,,Río Primero,LA PARA,LA PARA,,,
ESC MARIANO FRAGUEIRO,MARIANO FRAGUEIRO 385,14,204,5,6343,6347,1713,14-204,,Río Primero,LA PARA,LA PARA,,,
ESC PROV FRAY MAMERTO ESQUIU,SAN LORENZO 698,14,205,7,6354,6360,2118,14-205,,Río Primero,LA PUERTA,LA PUERTA,,,
ES RAUL AUGUSTO PEDERNERA-411,LA CAÑADA,14,206,1,6361,6361,55,14-206,,Río Primero,LAS HERAS,LAS HERAS,,,
ESC DALMIRA MURO(EX DEL CHACO),LAS SALADAS,14,207,1,6362,6362,260,14-207,,Río Primero,LAS SALADAS,LAS SALADAS,,,
ESCUELA N°111,SARMIENTO Y 25 DE MAYO,14,208,1,6363,6363,298,14-208,,Río Primero,COMECHINGONES,COMECHINGONES,,,
ESC.PROV.J.M.PAZ,PUBLICA,14,209,1,6364,6364,149,14-209,,Río Primero,MAQUINISTA GALLINI,MAQUINISTA GALLINI,,,
ESC DOMINGO F SARMIENTO,PUBLICA S/N(HOY:BLAS DE ROSALES),14,210,1,6365,6365,82,14-210,,Río Primero,BLAS DE ROSALES,BLAS DE ROSALES,,,
INST PQUIAL MONTE CRISTO,ROQUE SAENZ PEÑA 380,14,211,10,6373,6382,3414,14-211,,Río Primero,MONTE CRISTO,MONTE CRISTO,,,
ESCUELA MAESTRO DOMINGO NOGAL,AV SAN MARTIN,14,211,7,6383,6389,2397,14-211,,Río Primero,MONTE CRISTO,MONTE CRISTO,,,
MARGARITA V LUDUEÑA DE LAZO,SARMIENTO  LAS MALVINAS 571,14,211,7,6366,6372,2391,14-211,,Río Primero,MONTE CRISTO,MONTE CRISTO,,,
ESCUELA 25 DE MAYO,LUIS F TAGLE 215,14,211,6,6390,6395,2050,14-211,,Río Primero,MONTE CRISTO,MONTE CRISTO,,,
ESC.PROV.J.M.PAZ,PUBLICA,14,212,1,6396,6396,127,14-212,,Río Primero,MONTE DEL ROSARIO,MONTE DEL ROSARIO,,,
ESCUELA R.GUTIERREZ,GENERAL PAZ 788,14,213,8,6398,6405,2451,14-213,,Río Primero,OBISPO TREJO,OBISPO TREJO,,,
ESC.PROV.D.F.SARMIENTO,AVDA.SARMIENTO E 74,14,214,5,6406,6410,1682,14-214,,Río Primero,PIQUILLIN,PIQUILLIN,,,
ESC.PROV.M.BELGRANO,CHACON DE CUESTAS,14,215,1,6411,6411,139,14-215,,Río Primero,PLAZA DE MERCEDES,PLAZA DE MERCEDES,,,
ESC.PROV.GRAL SAN MARTIN,PUBLICA,14,216,1,6413,6413,36,14-216,,Río Primero,PUNTA DEL AGUA,PUNTA DEL AGUA,,,
ESC.PROV.1ER.GOBIERNO PATRIO,CALLE PUBLICA S/N,14,217,1,6414,6414,82,14-217,,Río Primero,QUEBRACHO,QUEBRACHO,,,
EX-ESCUELA N°279,PABLO ROBERT 182,14,218,8,6415,6422,2672,14-218,,Río Primero,RIO PRIMERO,RIO PRIMERO,,,
ESC GRAL JOSE DE SAN MARTIN,CORRIENTES  LUCHI 251,14,218,8,6423,6430,2667,14-218,,Río Primero,RIO PRIMERO,RIO PRIMERO,,,
IPEM N° 164 ATALIVA HERRERA,AV CONTARDO FERRINI 365,14,218,5,6431,6435,1679,14-218,,Río Primero,RIO PRIMERO,RIO PRIMERO,,,
ESC.JORGE NEWBERY,PUBLICA,14,219,1,6436,6436,172,14-219,,Río Primero,SAGRADA FAMILIA,SAGRADA FAMILIA,,,
INSTITUTO EL SALVADOR,BELGRANO 301,14,220,8,6451,6458,2703,14-220,,Río Primero,VILLA SANTA ROSA,VILLA SANTA ROSA,,,
INST DEL SANTISIMO ROSARIO,SAN MARTIN 756,14,220,7,6437,6443,2369,14-220,,Río Primero,VILLA SANTA ROSA,VILLA SANTA ROSA,,,
ESC PBRO JOSE G BROCHERO,SANTA ROSA,14,220,7,6444,6450,2361,14-220,,Río Primero,VILLA SANTA ROSA,VILLA SANTA ROSA,,,
ESC PROV R SAENZ PEÑA,EL ALCALDE,14,221,1,6459,6459,109,14-221,,Río Primero,EL ALCALDE,EL ALCALDE,,,
IPEM N°228-SAN ISIDRO LABRADOR,AV PEDRO J FONTANA 448,14,222,3,6460,6462,938,14-222,,Río Primero,VILLA FONTANA,VILLA FONTANA,,,
ESC MAEST F BELLORA DE DAVILA,CALLE PUBLICA S/N,14,201A,1,6339,6339,146,14-201A,,Río Primero,LAS GRAMILLAS,LAS GRAMILLAS,,,
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,14,212B,1,6397,6397,272,14-212B,,Río Primero,EL CRISPIN,EL CRISPIN,,,
ESC PROV JUAN JOSE PASO,PUBLICA S/N,14,215A,1,6412,6412,271,14-215A,,Río Primero,LA QUINTA,LA QUINTA,,,
ESC.PROV.C.SAAVEDRA,PUBLICA,15,223,3,6463,6465,823,15-223,,Río Seco,CANDELARIA NORTE,CANDELARIA NORTE,,,
ESC PROV PRIMERA JUNTA,CALLE PUBLICA S/N,15,224,1,6466,6466,45,15-224,,Río Seco,ENCRUCIJADA,ENCRUCIJADA,,,
ESC GRAL SAN MARTIN,SARMIENTO 400,15,225,3,6467,6469,904,15-225,,Río Seco,GUTEMBERG,GUTEMBERG,,,
ESC PRO MARTIN GUEMES,PUBLICA S/N,15,226,2,6471,6472,447,15-226,,Río Seco,LOS HOYOS,LOS HOYOS,,,
ESC.PROV.CNEL.F.DE BEDOYA,CALLE PUBLICA S/N,15,227,3,6475,6477,738,15-227,,Río Seco,RAYO CORTADO,RAYO CORTADO,,,
ESC.PROV. CNEL. A.H.CARPANI,MAESTRO PIÑA 279,15,228,8,6485,6492,2617,15-228,,Río Seco,SEBASTIAN ELCANO,SEBASTIAN ELCANO,,,
ESC JOSE DE SAN MARTIN,RIVADAVIA 768,15,229,8,6493,6500,2738,15-229,,Río Seco,VILLA DE MARIA,VILLA DE MARIA,,,
IPEM 224-LEOPOLDO LUGONES,INGENIERO CANO S/N,15,229,7,6501,6507,2389,15-229,,Río Seco,VILLA DE MARIA,VILLA DE MARIA,,,
ESC PROV GENERAL PAZ,PUBLICA S/N,15,225A,1,6470,6470,77,15-225A,,Río Seco,LA CAÑADA,LA CAÑADA,,,
ESC.PROV.D.F.SARMIENTO,DOMINGO FAUSTINO SARMIENTO S/N,15,226A,2,6473,6474,406,15-226A,,Río Seco,PUESTO DE CASTRO,PUESTO DE CASTRO,,,
ESC PROV GUILLERMO BROWN,PUBLICA S/N,15,227A,2,6478,6479,454,15-227A,,Río Seco,RINCONADA,RINCONADA,,,
ESC PROV LUCIANO ARGUELLO,CALLE PIBLICA S/N,15,227B,2,6480,6481,358,15-227B,,Río Seco,CERRO COLORADO,CERRO COLORADO,,,
ESC PROV G MARTINEZ PIZARRO,PUBLICA S/N,15,227C,1,6482,6482,195,15-227C,,Río Seco,CHAÑAR VIEJO,CHAÑAR VIEJO,,,
ESC PROV ING FEDERICO NEHHER,PUBLICA S/N,15,227D,2,6483,6484,389,15-227D,,Río Seco,SANTA ELENA,SANTA ELENA,,,
ESC PROV LEOPOLDO LUGONES,SANTIAGO DEL ESTERO S/N,15,229A,1,6508,6508,202,15-229A,,Río Seco,EUFRASIO LOZA,EUFRASIO LOZA,,,
IPEM 284 DOMINGO F SARMIENTO,SANTA TERESA 250,16,230,7,6509,6515,2205,16-230,,Río Segundo,CALCHIN,CALCHIN,,,
ESCUELA NARCISO LAPRIDA,GRAL JOSE DE SAN MARTIN S/N,16,231,2,6518,6519,412,16-231,,Río Segundo,CAPILLA DEL CARMEN,CAPILLA DEL CARMEN,,,
ESC PROV PTE JULIO ROCA,MARIANO MORENO 815,16,232,6,6520,6525,1737,16-232,,Río Segundo,CARRILOBO,CARRILOBO,,,
ESC PROV SEMANA DE MAYO,ADALGISA 427,16,233,4,6526,6529,1370,16-233,,Río Segundo,COLAZO,COLAZO,,,
ESC LIB GRAL SAN MARTIN,25 DE MAYO 160,16,234,4,6530,6533,1376,16-234,,Río Segundo,COSTA SACATE,COSTA SACATE,,,
ESC BERNARDINO RIVADAVIA,RIVADAVIA 66,16,235,8,6534,6541,2700,16-235,,Río Segundo,LAGUNA LARGA,LAGUNA LARGA,,,
ESC NARCISO LAPRIDA,NARCISO LAPRIDA S/N,16,235,7,6542,6548,2366,16-235,,Río Segundo,LAGUNA LARGA,LAGUNA LARGA,,,
INST GRAL JOSE MARIA PAZ,BV RIO CUARTO 599,16,235,5,6549,6553,1677,16-235,,Río Segundo,LAGUNA LARGA,LAGUNA LARGA,,,
I.P.E.A.(IPEM 231 TORAZO),ESPAÑA 337,16,236,5,6554,6558,1549,16-236,,Río Segundo,LAS JUNTURAS,LAS JUNTURAS,,,
ESC GRAL JOSE DE SAN MARTIN,CORDOBA 649,16,237,10,6567,6576,3399,16-237,,Río Segundo,LUQUE,LUQUE,,,
IPEM N° 300,SAN JUAN 871,16,237,7,6560,6566,2378,16-237,,Río Segundo,LUQUE,LUQUE,,,
ESC.PROV.D.F.SARMIENTO,SARMIENTO 218,16,238,3,6581,6583,965,16-238,,Río Segundo,MATORRALES,MATORRALES,,,
ESC JOSE MARIA PAZ,25 DE MAYO 700,16,239,12,6584,6595,4142,16-239,,Río Segundo,ONCATIVO,ONCATIVO,,,
IPEM N°54 J E MULLER,25 DE MAYO S/N 1337,16,239,9,6610,6618,3110,16-239,,Río Segundo,ONCATIVO,ONCATIVO,,,
ESC DE COM L LUGONES(IPEM 158),BELGRANO 1400,16,239,7,6596,6602,2428,16-239,,Río Segundo,ONCATIVO,ONCATIVO,,,
ESC EMILIO F OLMOS,RIVADAVIA 745,16,239,7,6603,6609,2424,16-239,,Río Segundo,ONCATIVO,ONCATIVO,,,
ESC ZENON LOPEZ,RAFAEL NUÑEZ 1058,16,240,14,6619,6632,4795,16-240,,Río Segundo,PILAR,PILAR,,,
ESC MARIA J GONZALEZ CASEROS,25 DE MAYO 1325,16,240,11,6640,6650,3770,16-240,,Río Segundo,PILAR,PILAR,,,
INST CARLOS PELLEGRINI,RAFAEL NUÑEZ 827,16,240,7,6651,6657,2404,16-240,,Río Segundo,PILAR,PILAR,,,
ESC JUAN BAUTISTA BUSTOS,9 DE JULIO NORTE,16,240,7,6633,6639,2403,16-240,,Río Segundo,PILAR,PILAR,,,
ESC GENERAL SAN MARTIN,BELGRANO 225,16,241,11,6658,6668,3612,16-241,,Río Segundo,POZO DEL MOLLE,POZO DEL MOLLE,,,
ESC FRANCISCO MALBRAN,DIAGONAL PRECIDENTE PERON 512,16,241,6,6669,6674,1973,16-241,,Río Segundo,POZO DEL MOLLE,POZO DEL MOLLE,,,
ESC PROV NICOLAS AVELLANEDA,9 DE JULIO S/N,16,242,2,6675,6676,485,16-242,,Río Segundo,RINCON,RINCON,,,
ESC PRIMER GOBIERNO PATRIO,RIVADAVIA 915,16,243,13,6695,6707,4495,16-243,,Río Segundo,RIO SEGUNDO,RIO SEGUNDO,,,
ESC VICTOR MERCANTE,MARCONI 591,16,243,12,6708,6719,4145,16-243,,Río Segundo,RIO SEGUNDO,RIO SEGUNDO,,,
IPEM N°108-C G DE REZZANO,LEANDRO N ALEN Y MISIONES,16,243,11,6684,6694,3810,16-243,,Río Segundo,RIO SEGUNDO,RIO SEGUNDO,,,
ESC CONGRESO DE TUCUMAN,SAN MARTIN 1176,16,243,10,6720,6729,3449,16-243,,Río Segundo,RIO SEGUNDO,RIO SEGUNDO,,,
C.E.N.M.A. N° 161,SAN MARTIN ESQ ALEM,16,243,6,6678,6683,2078,16-243,,Río Segundo,RIO SEGUNDO,RIO SEGUNDO,,,
ESC CORONEL PRINGLES,GUILLERMO CID S/N,16,244,8,6730,6737,2452,16-244,,Río Segundo,SANTIAGO TEMPLE,SANTIAGO TEMPLE,,,
ESC MARQUES DE SOBREMONTE,INDEPENDENCIA 485,16,245,12,6749,6760,4089,16-245,,Río Segundo,VILLA DEL ROSARIO,VILLA DEL ROSARIO,,,
COLEGIO SAN JOSE,SAN MARTIN 485,16,245,12,6768,6779,4078,16-245,,Río Segundo,VILLA DEL ROSARIO,VILLA DEL ROSARIO,,,
ESCUELA RECONQUISTA,CORDOBA 851,16,245,9,6740,6748,3058,16-245,,Río Segundo,VILLA DEL ROSARIO,VILLA DEL ROSARIO,,,
ESC SUP DE COM JOSE M PAZ,CORRIENTES 852,16,245,7,6761,6767,2367,16-245,,Río Segundo,VILLA DEL ROSARIO,VILLA DEL ROSARIO,,,
ESC.PROV.M.BELGRANO,JOSE HERNANDEZ 40,16,230A,2,6516,6517,669,16-230A,,Río Segundo,CALCHIN OESTE,CALCHIN OESTE,,,
ESC.PROV.D.F.SARMIENTO,PUBLICA,16,236A,1,6559,6559,53,16-236A,,Río Segundo,COLONIA VIDELA,COLONIA VIDELA,,,
ESC RAFAEL SANCHEZ ES ESC 57,ENTRE RIOS 111,16,237A,3,6577,6579,986,16-237A,,Río Segundo,MANFREDI,MANFREDI,,,
ESC PROV JERONIMO L DE CABRERA,SAN MARTIN S/N IMPIRA,16,237B,1,6580,6580,214,16-237B,,Río Segundo,PUEBLO LUDUEÑA,PUEBLO LUDUEÑA,,,
ESC MARIANO MORENO,CAÑADA DE MACHADO SUD,16,242A,1,6677,6677,6,16-242A,,Río Segundo,CAÑADA DE MACHADO SUD,CAÑADA DE MACHADO SUD,,,
ESC PROV ESTANISLAO DEL CAMPO,CARLOS PLAZENOTTI 44,16,244A,2,6738,6739,359,16-244A,,Río Segundo,LOS CHAÑARITOS,LOS CHAÑARITOS,,,
ESC JUAN PASCUAL PRINGLES,AV INDEPENDENCIA 284,17,248,11,6815,6825,3770,17-248,,Pte. Roque Sáenz Peña,LABOULAYE,LABOULAYE,,,
ESC GRAL CONRADO VILLEGAS,INTENDENTE FENOGLIO 344,17,248,10,6789,6798,3436,17-248,,Pte. Roque Sáenz Peña,LABOULAYE,LABOULAYE,,,
IPEM 257 DR RENE FAVALORO,AV INDEPENDENCIA 512,17,248,10,6805,6814,3430,17-248,,Pte. Roque Sáenz Peña,LABOULAYE,LABOULAYE,,,
I.P.E.M. 278-M.ARGENTINAS,AV INDEPENDENCIA 475,17,248,9,6780,6788,3087,17-248,,Pte. Roque Sáenz Peña,LABOULAYE,LABOULAYE,,,
ESC PRESIDENTE R SAENZ PEÑA,AV QUINTANA 126,17,248,7,6826,6832,2394,17-248,,Pte. Roque Sáenz Peña,LABOULAYE,LABOULAYE,,,
ESC LEONOR DE TEJEDA,AV PELLEGRINI 247,17,248,6,6799,6804,2056,17-248,,Pte. Roque Sáenz Peña,LABOULAYE,LABOULAYE,,,
ESC VICTORIANO RODRIGUEZ,ALVEAR 220,17,249,5,6833,6837,1427,17-249,,Pte. Roque Sáenz Peña,LA CESIRA,LA CESIRA,,,
ESC N°78-PINTOR JUAN M BLANES,NILDA BONETTO S/N,17,251,1,6838,6838,132,17-251,,Pte. Roque Sáenz Peña,LEGUIZAMON,LEGUIZAMON,,,
ESC DR VIRGILIO BARBALATO,CARLOS PELLEGRINI 331,17,252,8,6846,6853,2715,17-252,,Pte. Roque Sáenz Peña,LEVALLE,LEVALLE,,,
ESC GRAL NICOLAS LEVALLE,BERNARDINO ANCE 601,17,252,7,6839,6845,2380,17-252,,Pte. Roque Sáenz Peña,LEVALLE,LEVALLE,,,
ESC.PROV.L.PASTEUR,25 MAYO S/N,17,253,4,6854,6857,1150,17-253,,Pte. Roque Sáenz Peña,MELO,MELO,,,
ESC RAUL SOULE(EX NAC N°241),JOSEFA GORLERO S/N,17,254,1,6858,6858,105,17-254,,Pte. Roque Sáenz Peña,RIO BAMBA,RIO BAMBA,,,
ESC.PROV.P.B.PALACIOS,CORRIENTES,17,255,2,6859,6860,546,17-255,,Pte. Roque Sáenz Peña,ROSALES,ROSALES,,,
ESC.PROV.GRAL SAN MARTIN,CALLE PUBLICA S/N,17,256,1,6861,6861,154,17-256,,Pte. Roque Sáenz Peña,SAN JOAQUIN,SAN JOAQUIN,,,
INS SAN ALBERTO Y SAN ENRIQUE,AV OOSTENDORP 281,17,257,9,6862,6870,3056,17-257,,Pte. Roque Sáenz Peña,SERRANO,SERRANO,,,
ESCUELA N°105(JOSE RUBIROLA),DR LUIS ROSSI S/N,17,258,2,6871,6872,581,17-258,,Pte. Roque Sáenz Peña,VILLA ROSSI,VILLA ROSSI,,,
ESC.PROV.M.DE AZCUENAGA,PUBLICA,18,259,1,6873,6873,19,18-259,,San Alberto,ALTAUTINA,ALTAUTINA,,,
ESC.PROV.FRAY J.M.NOGAL,DOMINGO F SARMIENTO,18,260,3,6874,6876,1008,18-260,,San Alberto,AMBUL,AMBUL,,,
ESC JOSE GABRIEL BROCHERO,MARIANO MORENO 291,18,261,7,6885,6891,2356,18-261,,San Alberto,BROCHERO,BROCHERO,,,
IPEM N° 344,RUTA PROVI  N 15 S/N,18,261,7,6878,6884,2356,18-261,,San Alberto,BROCHERO,BROCHERO,,,
INST TRANSITO DE MARIA,IRINEO ALTAMIRANO 60,18,261,4,6892,6895,1345,18-261,,San Alberto,BROCHERO,BROCHERO,,,
ESC GRAL JOSE DE SAN MARTIN,AV MITRE 1251,18,262,10,6901,6910,3481,18-262,,San Alberto,MINA CLAVERO,MINA CLAVERO,,,
ESC MAESTRO D F SARMIENTO,AV HERNAN CORTEZ 1060,18,262,6,6911,6916,2087,18-262,,San Alberto,MINA CLAVERO,MINA CLAVERO,,,
IPEM N° 285-J G BROCHERO,LOS FUNDADORES S/N,18,262,6,6917,6922,2084,18-262,,San Alberto,MINA CLAVERO,MINA CLAVERO,,,
POLICIA FEDERAL ARGENTINA,LA CALERA ESQ LOS CEIBOS,18,262,4,6923,6926,1391,18-262,,San Alberto,MINA CLAVERO,MINA CLAVERO,,,
ESC.PROV.D.F.SARMIENTO,SARMIENTO 223,18,263,5,6927,6931,1535,18-263,,San Alberto,NONO,NONO,,,
IPEM 135-DON JOSE F RECALDE,AV LOS PORTEÑOS    S/N,18,263,3,6932,6934,918,18-263,,San Alberto,NONO,NONO,,,
ESC.P.PIZZURNO,PUBLICA,18,264,2,6945,6946,404,18-264,,San Alberto,PANAHOLMA,PANAHOLMA,,,
ESC CNEL OLMEDO,CECILIA FUNES 140,18,265,7,6948,6954,2308,18-265,,San Alberto,SAN PEDRO,SAN PEDRO,,,
INST. AGROTECNICO STELLA MARIS,JUAN PABLO II-RUTA CNO CHANCANI,18,265,7,6955,6961,2299,18-265,,San Alberto,SAN PEDRO,SAN PEDRO,,,
ESC MAESTRO H GALABURRI,MONSEÑOR FARINA S/N,18,266,5,6980,6984,1392,18-266,,San Alberto,SAN VICENTE,SAN VICENTE,,,
ESC PROV JUAN P PRINGLES,PUBLICA S/N,18,260A,1,6877,6877,35,18-260A,,San Alberto,EL VOLCAN,EL VOLCAN,,,
ESC PROV JUAN MARTIN RECALDE,PUBLICA S/N,18,261A,4,6896,6899,1151,18-261A,,San Alberto,SAN LORENZO,SAN LORENZO,,,
ESC.PROV.GUIDO SPANO,PUBLICA,18,261B,1,6900,6900,45,18-261B,,San Alberto,VILLA BENEGAS,VILLA BENEGAS,,,
ESCUELA 20 DE JUNIO,PUBLICA S/N,18,263A,1,6935,6935,131,18-263A,,San Alberto,PAMPA DE ACHALA,PAMPA DE ACHALA,,,
ESC PROV CEFERINO NAMUNCURA,PUBLICA S/N,18,263B,1,6936,6936,23,18-263B,,San Alberto,LOS CERROS,LOS CERROS,,,
ESC J V LOPEZ(EX-NAC N°493),RUTA N°14 Y ESMERALDA,18,263C,3,6937,6939,748,18-263C,,San Alberto,ARROYO DE LOS PATOS,ARROYO DE LOS PATOS,,,
ESC.PROV.M.A DE CARRANZA PREGO,CALLE PUBLICA S/N,18,263D,2,6940,6941,564,18-263D,,San Alberto,LAS CALLES,LAS CALLES,,,
ESC.PROV.M.BELGRANO,RUTA NAC 14,18,263E,3,6942,6944,766,18-263E,,San Alberto,LAS RABONAS,LAS RABONAS,,,
ESC TOMAS DE IRIARTE,CALLE PUBLICA S/N,18,264A,1,6947,6947,251,18-264A,,San Alberto,LOS ESPINILLOS,LOS ESPINILLOS,,,
ESC CNEL AGUSTIN A OLMEDO,LIBERTAD 270,18,265A,9,6962,6970,2993,18-265A,,San Alberto,VILLA SARMIENTO,VILLA SARMIENTO,,,
