escuela,direccion,localidad,distrito_nro,ditrito_name,seccion_nro,seccion_name,circuito_nro,circuito_name,cant_mesas,desde,hasta,electores,georeferencia
ESC NICOLAS AVELLANEDA,PROGRESO 399,,4,CORDOBA,12,PUNILLA,154,LA FALDA,7,5419,5425,2401,
ESC CARLOS NICANDRO PAZ,SAN MARTIN 255,,4,CORDOBA,12,PUNILLA,156,VILLA CARLOS PAZ,17,5438,5454,5899,
ESC PRESIDENTE SARMIENTO,LOS GIGANTES S/N,,4,CORDOBA,12,PUNILLA,156,VILLA CARLOS PAZ,12,5455,5466,4164,
ESC ISLA DE LOS ESTADOS,LOS CEIBOS S/N,,4,CORDOBA,12,PUNILLA,156,VILLA CARLOS PAZ,10,5467,5476,3464,
INST ALFONSINA STORNI(EX IESS),SOLIS 283,,4,CORDOBA,12,PUNILLA,156,VILLA CARLOS PAZ,21,5477,5497,7266,
INST R ESCALADA DE SAN MARTIN,ESTRADA Y ANTARTIDA,,4,CORDOBA,12,PUNILLA,156,VILLA CARLOS PAZ,16,5513,5528,5536,
ESC RICARDO BERNABE FERNANDEZ,LAS MARGARITAS 255-VA INDEPENDENCIA,,4,CORDOBA,12,PUNILLA,156,VILLA CARLOS PAZ,8,5574,5581,2768,
ESC JOSE A ALVAREZ CONDARCO,IGUALDAD 199,,4,CORDOBA,12,PUNILLA,156,VILLA CARLOS PAZ,6,5582,5587,2076,
LOCAL COMUNAL,CUESTA BLANCA,,4,CORDOBA,12,PUNILLA,156B,CUESTA BLANCA,2,5607,5608,477,
ESC DOMINGO FAUSTINO SARMIENTO,MARIANO MORENO 597,,4,CORDOBA,12,PUNILLA,158,TANTI,10,5653,5662,3431,
IPEM N° 335,GOBERNADOR NUÑEZ 73,,4,CORDOBA,12,PUNILLA,159,VALLE HERMOSO,8,5687,5694,2672,
INST.NTA.SRA. DEL CALVARIO,SAN MARTIN 12,,4,CORDOBA,12,PUNILLA,159,VALLE HERMOSO,9,5695,5703,2999,
INSTITUTO ADELIA MARIA,AV SAN MARTIN 1050,,4,CORDOBA,13,RIO CUARTO,161,ADELIA MARIA,11,5713,5723,3740,
ESC GENERAL SAN MARTIN,SARMIENTO 98,,4,CORDOBA,13,RIO CUARTO,161,ADELIA MARIA,8,5724,5731,2713,
ESC JOSE MARIA PAZ,GRAL ROCA 643,,4,CORDOBA,13,RIO CUARTO,162,ALCIRA,7,5732,5738,2422,
ESC PROV BERNARDINO RIVADAVIA,VELEZ SARSFIELD 50,,4,CORDOBA,13,RIO CUARTO,164,BAIGORRIA,6,5752,5757,1816,
ESC VICTOR MERCANTE,FRAY MAMERTO ESQUIU 25,,4,CORDOBA,13,RIO CUARTO,166,BERROTARAN,8,5847,5854,2696,
INSTITUTO PARROQ.BERROTARAN,AQUINO ARGUELLO ARDILES 203,,4,CORDOBA,13,RIO CUARTO,166,BERROTARAN,11,5855,5865,3697,
ESC PROV GRAL J DE SAN MARTIN,BV CORDOBA S/N,,4,CORDOBA,13,RIO CUARTO,168,CHAJAN,3,5870,5872,801,
ESC SUBTTE RODOLFO H BERDINA,AV SAN MARTIN S/N,,4,CORDOBA,13,RIO CUARTO,169,CHUCUL,2,5873,5874,431,
ESC PROV JOSE DE SAN MARTIN,RUTA NACIONAL 36 KM 614 S/N,,4,CORDOBA,13,RIO CUARTO,171,ESPINILLO,1,5884,5884,163,
ESC JOSE DE SAN MARTIN,CALLE PUBLICA,,4,CORDOBA,13,RIO CUARTO,173,LA ARGENTINA,1,5901,5901,9,
ESC PROV JOSE DE SAN MARTIN,SAN MARTIN S/N,,4,CORDOBA,13,RIO CUARTO,174,LA CAUTIVA,3,5902,5904,782,
ESC R ESCALADA DE SAN MARTIN,LA INVERNDA,,4,CORDOBA,13,RIO CUARTO,176,LA INVERNADA,1,5906,5906,74,
ESC JORGE ALEHANDRO NEWBERY,ESPAÑA 36,,4,CORDOBA,13,RIO CUARTO,179,LAS HIGUERAS,13,5919,5931,4329,
JARD INF JORGE A NEWBERY - ESPAÑA - B° SAN MARTIN 86,ESPAÑA,,4,CORDOBA,13,RIO CUARTO,179,LAS HIGUERAS,4,5932,5935,1332,
ESC CAP DE FRAGATA MOYANO,JULIANA GARCIA PUBLILL 560,,4,CORDOBA,13,RIO CUARTO,182,LAS VERTIENTES,3,5942,5944,931,
ESC GRAL NAPOLEON URIBURU,GENERAL SAN MARTIN 318,,4,CORDOBA,13,RIO CUARTO,183,VICUÑA MACKENNA,10,5963,5972,3350,
INST SAN BUENAVENTURA,SAN MARTIN 250,,4,CORDOBA,13,RIO CUARTO,188,RIO CUARTO,12,6103,6114,4164,
INST JUAN BAUTISTA ALBERDI,BV LORENZO BERARDO 325,,4,CORDOBA,13,RIO CUARTO,191,SAN BASILIO,4,6324,6327,1358,
ESC JOSE DE SAN MARTIN,BELGRANO 121,,4,CORDOBA,13,RIO CUARTO,191,SAN BASILIO,6,6328,6333,2034,
ESC M.C.CALDECOT DE ARGUELLO,FIGUEROA ALCORTA S/N,,4,CORDOBA,14,RIO PRIMERO,200,DIEGO DE ROJAS,2,6349,6350,508,
ESC PROV JOSE MANUEL ESTRADA,MALVINAS ARGENTINAS S/N,,4,CORDOBA,14,RIO PRIMERO,202,ESQUINA,1,6353,6353,327,
ESC.R.E.DE SAN MARTIN,KM. 658,,4,CORDOBA,14,RIO PRIMERO,203,PEDRO E.VIVAS,2,6354,6355,363,
INST MONSEÑOR ESQUIU,MARIANO MORENO 749,,4,CORDOBA,14,RIO PRIMERO,204,LA PARA,6,6356,6361,2058,
ESC PROV FRAY MAMERTO ESQUIU,SAN LORENZO 698,,4,CORDOBA,14,RIO PRIMERO,205,LA PUERTA,7,6367,6373,2102,
MARGARITA V LUDUEÑA DE LAZO,SARMIENTO 571,,4,CORDOBA,14,RIO PRIMERO,211,MONTE CRISTO,7,6379,6385,2373,
INST PQUIAL MONTE CRISTO,ROQUE SAENZ PEÑA 380,,4,CORDOBA,14,RIO PRIMERO,211,MONTE CRISTO,10,6386,6395,3383,
ESCUELA R.GUTIERREZ,GENERAL PAZ 788,,4,CORDOBA,14,RIO PRIMERO,213,OBISPO TREJO,8,6411,6418,2467,
ESC.PROV.D.F.SARMIENTO,AVDA.SARMIENTO E 74,,4,CORDOBA,14,RIO PRIMERO,214,PIQUILLIN,5,6419,6423,1699,
EX-ESCUELA N°279,PABLO ROBERT 182,,4,CORDOBA,14,RIO PRIMERO,218,RIO PRIMERO,8,6428,6435,2656,
IPEM N° 164 ATALIVA HERRERA,AV CONTARDO FERRINI 365,,4,CORDOBA,14,RIO PRIMERO,218,RIO PRIMERO,5,6444,6448,1655,
IPEM N°228-SAN ISIDRO LABRADOR,AV PEDRO J FONTANA 448,,4,CORDOBA,14,RIO PRIMERO,222,VILLA FONTANA,3,6473,6475,933,
ESC.PROV. CNEL. A.H.CARPANI,MAESTRO PIÑA 279,,4,CORDOBA,15,RIO SECO,228,SEBASTIAN ELCANO,8,6498,6505,2589,
ESC JOSE DE SAN MARTIN,RIVADAVIA 768,,4,CORDOBA,15,RIO SECO,229,VILLA DE MARIA,8,6506,6513,2715,
ESC PROV PTE JULIO ROCA,MARIANO MORENO 815,,4,CORDOBA,16,RIO SEGUNDO,232,CARRILOBO,5,6533,6537,1735,
ESC BERNARDINO RIVADAVIA,RIVADAVIA 66,,4,CORDOBA,16,RIO SEGUNDO,235,LAGUNA LARGA,8,6546,6553,2726,
INST GRAL JOSE MARIA PAZ,BV RIO CUARTO 599,,4,CORDOBA,16,RIO SEGUNDO,235,LAGUNA LARGA,5,6561,6565,1700,
IPEM N°54 J E MULLER,25 DE MAYO S/N,,4,CORDOBA,16,RIO SEGUNDO,239,ONCATIVO,9,6623,6631,3042,
C.E.N.M.A. N° 161,SAN MARTIN ESQ ALEM,,4,CORDOBA,16,RIO SEGUNDO,243,RIO SEGUNDO,6,6690,6695,2046,
ESC PRIMER GOBIERNO PATRIO,RIVADAVIA 915,,4,CORDOBA,16,RIO SEGUNDO,243,RIO SEGUNDO,12,6706,6717,4092,
ESC VICTOR MERCANTE,MARCONI 591,,4,CORDOBA,16,RIO SEGUNDO,243,RIO SEGUNDO,11,6718,6728,3744,
IPEM N°156 JOSE M ESTRADA,CATAMARCA Y BELGRANO,,4,CORDOBA,16,RIO SEGUNDO,243,RIO SEGUNDO,5,6738,6742,1700,
ESC VICTORIANO RODRIGUEZ,ALVEAR 220,,4,CORDOBA,17,ROQUE SAENZ PEÑA,249,LA CESIRA,5,6844,6848,1433,
ESC N°78-PINTOR JUAN M BLANES,LEGUIZAMON,,4,CORDOBA,17,ROQUE SAENZ PEÑA,251,LEGUIZAMON,1,6849,6849,139,
ESC GRAL NICOLAS LEVALLE,BERNARDINO ANCE 601,,4,CORDOBA,17,ROQUE SAENZ PEÑA,252,LEVALLE,7,6850,6856,2388,
ESC DR VIRGILIO BARBALATO,CARLOS PELLEGRINI 331,,4,CORDOBA,17,ROQUE SAENZ PEÑA,252,LEVALLE,8,6857,6864,2728,
ESC RAUL SOULE(EX NAC N°241),RIO BAMBA,,4,CORDOBA,17,ROQUE SAENZ PEÑA,254,RIO BAMBA,1,6869,6869,101,
ESC.PROV.P.B.PALACIOS,CORRIENTES,,4,CORDOBA,17,ROQUE SAENZ PEÑA,255,ROSALES,2,6870,6871,545,
IPEM N° 285-J G BROCHERO,LOS FUNDADORES S/N,,4,CORDOBA,18,SAN ALBERTO,262,MINA CLAVERO,6,6928,6933,2034,
ESC.PROV.D.F.SARMIENTO,SARMIENTO 223,,4,CORDOBA,18,SAN ALBERTO,263,NONO,5,6938,6942,1540,
ESC PROV CEFERINO NAMUNCURA,PUBLICA S/N,,4,CORDOBA,18,SAN ALBERTO,263B,LOS CERROS,1,6947,6947,24,
ESC CNEL OLMEDO,CECILIA FUNES 140,,4,CORDOBA,18,SAN ALBERTO,265,SAN PEDRO,9,6959,6967,2952,
ESC CNEL AGUSTIN A OLMEDO,LIBERTAD 270,,4,CORDOBA,18,SAN ALBERTO,265A,VILLA SARMIENTO,10,6973,6982,3354,
IPEA 307,LIBERTAD 250,,4,CORDOBA,18,SAN ALBERTO,265A,VILLA SARMIENTO,4,6983,6986,1340,
ESC PROV MARIO REMORINO,PUBLICA S/N,,4,CORDOBA,18,SAN ALBERTO,265B,LA CORTADERA,1,6987,6987,78,
ESC MAESTRO H GALABURRI,PUBLICA S/N,,4,CORDOBA,18,SAN ALBERTO,266,SAN VICENTE,5,6991,6995,1432,
ESC MARIANO MORENO,PRESIDENTE PERON 565,,4,CORDOBA,19,SAN JAVIER,268,DOLORES,10,6999,7008,3440,
INST PBRO J V BRIZUELA,SARMIENTO 270,,4,CORDOBA,19,SAN JAVIER,268,DOLORES,9,7009,7017,3090,
ESC.NORMAL SARSFIELD,AV.S.MARTIN 271,,4,CORDOBA,19,SAN JAVIER,268,DOLORES,16,7018,7033,5488,
ESC MANUEL BELGRANO,AV BELGRANO 1399,,4,CORDOBA,19,SAN JAVIER,268,DOLORES,7,7048,7054,2401,
ESC C CENTENARIO-IPEM N° 146,PEDRO C MOLINA 145,,4,CORDOBA,19,SAN JAVIER,268,DOLORES,8,7064,7071,2744,
ESC DOLORES AGUIRRE DE FUNES,PEDRO C MOLINA S/N,,4,CORDOBA,19,SAN JAVIER,268,DOLORES,9,7072,7080,3087,
INST JUAN BAUTISTA ALBERDI,LA PAZ,,4,CORDOBA,19,SAN JAVIER,269,LA PAZ,4,7081,7084,1362,
ESC PROV JUAN JOSE PASO,RUTA NACIONAL 148 S/N,,4,CORDOBA,19,SAN JAVIER,269B,EL MANANTIAL,1,7092,7092,34,
INST. VILLA DE LAS ROSAS,AV BELGRANO 350,,4,CORDOBA,19,SAN JAVIER,270,LAS ROSAS,4,7103,7106,1364,
ESC JOSE DE SAN MARTIN,GRAL SAN MARTIN S/N,,4,CORDOBA,19,SAN JAVIER,272,LOS HORNILLOS,4,7112,7115,1283,
ESC EMILIO FELIPE OLMOS,AV SAN MARTIN S/N,,4,CORDOBA,19,SAN JAVIER,275,SAN JOSE,7,7125,7131,2206,
ESC GENERAL BARTOLOME MITRE - AV JUAN PERON - S/N,AV JUAN PERON,,4,CORDOBA,19,SAN JAVIER,275A,LOS CERRILLOS,7,7132,7138,2299,
ESC.PROV.RECONQUISTA,SARMIENTO 543,,4,CORDOBA,20,SAN JUSTO,278,ALTOS DE CHIPION,6,7152,7157,1886,
ESC MANUEL BELGRANO,RIVADAVIA 473,,4,CORDOBA,20,SAN JUSTO,279,ARROYITO,12,7158,7169,4152,
ESC JOSE MARIA PAZ,RIVADAVIA 473,,4,CORDOBA,20,SAN JUSTO,279,ARROYITO,9,7170,7178,3114,
CERVELLON/NTRA S DE LA MERCED,9 DE JULIO 465,,4,CORDOBA,20,SAN JUSTO,279,ARROYITO,9,7208,7216,3105,
ESC PABLO JULIO RODRIGUEZ,GENERAL LAVALLE 150,,4,CORDOBA,20,SAN JUSTO,280,BALNEARIA,7,7225,7231,2355,
COLEGIO MANUEL BELGRANO,AV SEEBER 317,,4,CORDOBA,20,SAN JUSTO,282,BRINKMANN,7,7237,7243,2359,
ESC 25 DE MAYO,25 DE MAYO 975,,4,CORDOBA,20,SAN JUSTO,282,BRINKMANN,10,7244,7253,3370,
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,,4,CORDOBA,20,SAN JUSTO,286,DIEZ DE JULIO,1,7287,7287,182,
ESC PROV CHACABUCO,25 DE MAYO 381,,4,CORDOBA,20,SAN JUSTO,288,EL ARAÑADO,6,7289,7294,1956,
ESC PROV DOMINGO F SARMIENTO,MATEO OLIVERO 576,,4,CORDOBA,20,SAN JUSTO,289,EL FORTIN,4,7296,7299,1206,
ESC PROV JOSE MARIA PAZ,15 DE OCTUBRE 588,,4,CORDOBA,20,SAN JUSTO,290,EL TIO,3,7300,7302,951,
COL STA TERESITA DEL N JESUS,BV 12 DE OCTUBRE 681,,4,CORDOBA,20,SAN JUSTO,291,FREYRE,8,7306,7313,2736,
ESC MARGARITA LA TORRE MERCADO,8 DE SEPTIEMBRE 107,,4,CORDOBA,20,SAN JUSTO,295,LA TORDILLA,5,7341,7345,1596,
ESC NORM SUP D VELEZ SARSFIELD,ESCRIBANO LUIS MORELLI 188,,4,CORDOBA,20,SAN JUSTO,298,LAS VARILLAS,19,7358,7376,6479,
ESCUELA GRAL PAZ,BUENOS AIRES 460,,4,CORDOBA,20,SAN JUSTO,298,LAS VARILLAS,7,7377,7383,2381,
ESC BERNARDINO RIVADAVIA,INDEPENDENCIA 294,,4,CORDOBA,20,SAN JUSTO,298,LAS VARILLAS,8,7384,7391,2720,
ESC.REP DEL PARAGUAY,BELGRANO 234,,4,CORDOBA,20,SAN JUSTO,301,MARULL,6,7408,7413,1770,
ESC D VELEZ SARSFIELD,EMILIO F OLMOS 375,,4,CORDOBA,20,SAN JUSTO,304,MORTEROS,11,7437,7447,3740,
ESCUELA CRISTO REY,BV 9 DE JULIO 1008,,4,CORDOBA,20,SAN JUSTO,304,MORTEROS,17,7448,7464,5780,
ESC BERNARDINO RIVADAVIA,SARMIENTO 208,,4,CORDOBA,20,SAN JUSTO,304,MORTEROS,6,7465,7470,2040,
ESC.PROV.AYACUCHO,SARMIENTO,,4,CORDOBA,20,SAN JUSTO,307,QUEBRACHO HERRADO,2,7488,7489,658,
INST MANUEL BELGRANO,BELGRANO 960,,4,CORDOBA,20,SAN JUSTO,308,SACANTA,4,7490,7493,1328,
ESCUELA ITUZAINGO,ITUZAINGO 251,,4,CORDOBA,20,SAN JUSTO,308,SACANTA,5,7494,7498,1656,
ESC.PROV.J.DE SAN MARTIN,SAUZE,,4,CORDOBA,20,SAN JUSTO,312,SAUZE,1,7668,7668,17,
ESC PROV R GUTIERREZ,TRANSITO,,4,CORDOBA,20,SAN JUSTO,314,TRANSITO,9,7672,7680,3105,
COL MARIA AUXILIADORA,ANA PASSADORE 611,,4,CORDOBA,20,SAN JUSTO,315,VIGNAUD,2,7681,7682,685,
ESC VICENTE LOPEZ Y PLANES,ANIZACATE,,4,CORDOBA,21,SANTA MARIA,316A,ANIZACATE,7,7816,7822,2380,
JARDIN VICENTE LOPEZ Y PLANES,RUTA E 56,,4,CORDOBA,21,SANTA MARIA,316A,ANIZACATE,1,7823,7823,339,
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,,4,CORDOBA,21,SANTA MARIA,316B,LA PAISANITA,1,7824,7824,173,
ESC.PROV.J.HERNANDEZ,CALLE 10 ESQ AV N 5,,4,CORDOBA,21,SANTA MARIA,316G,VILLA EL PRADO,5,7835,7839,1717,
IPET 334,AV RIVADARIA S/N,,4,CORDOBA,21,SANTA MARIA,316J,VILLA PARQUE SANTA ANA,9,7847,7855,2999,
ESC DR FLORENTINO F BUSTOS,LIBERTADOR SAN MARTIN,,4,CORDOBA,21,SANTA MARIA,319,BOUWER,5,7859,7863,1601,
INSTITUTO PRIVADO PIO XII,PADRE BUTELER 229,,4,CORDOBA,21,SANTA MARIA,323,DESPEÑADEROS,10,7866,7875,3310,
ESC PROV 25 DE MAYO,CONGRESO 235,,4,CORDOBA,21,SANTA MARIA,323,DESPEÑADEROS,8,7876,7883,2641,
ESC.PROV.B.RIVADAVIA,SARMIENTO 441,,4,CORDOBA,21,SANTA MARIA,325,LOZADA,5,7889,7893,1419,
ESC PROV MANUEL BELGRANO,GRAL BUSTOS 700,,4,CORDOBA,21,SANTA MARIA,326,MALAGUEÑO,13,7894,7906,4316,
COLEGIO JUAN XXIII,BRIGADIER SAN MARTIN 231,,4,CORDOBA,21,SANTA MARIA,326A,YOCSINA,6,7916,7921,1995,
ESC MARTIN M DE GUEMES,A CASTELLANO,,4,CORDOBA,21,SANTA MARIA,326C,SAN NICOLAS,6,7930,7935,1847,
ESC.PROV.J.V.GONZALEZ,RUTA N 5 KM 54,,4,CORDOBA,21,SANTA MARIA,328B,VILLA CIUDAD DE AMERICA,3,7944,7946,850,
ESC V LOPEZ Y PLANES,CAMINIAGA,,4,CORDOBA,22,SOBREMONTE,333,CAMINIAGA,2,7968,7969,442,
COL NAC JOSE M ESTRADA,URUGUAY 55,,4,CORDOBA,23,TERCERO ARRIBA,336,ALMAFUERTE,13,7979,7991,4459,
ESC REMEDIOS E DE SAN MARTIN,CASTELLI 590,,4,CORDOBA,23,TERCERO ARRIBA,336,ALMAFUERTE,11,7992,8002,3771,
IPEM N° 299-DR S E NAUMCHIK,SANTIAGO DEL ESTERO ESQ.FRAGUEIRO,,4,CORDOBA,23,TERCERO ARRIBA,336,ALMAFUERTE,7,8003,8009,2394,
ESC PROV FRAY LUIS BELTRAN,JUANA AZURDUY 283,,4,CORDOBA,23,TERCERO ARRIBA,339,DALMACIO VELEZ,5,8024,8028,1455,
COLEGIO DIVINO CORAZON,25 DE MAYO 100,,4,CORDOBA,23,TERCERO ARRIBA,340,HERNANDO,6,8036,8041,2016,
ESC LA STMA TRINIDAD,COLON 102,,4,CORDOBA,23,TERCERO ARRIBA,340,HERNANDO,8,8051,8058,2685,
ESC CNEL DOMINGO GAY,SAN LUIS Y GENERAL PAZ S/N,,4,CORDOBA,23,TERCERO ARRIBA,342,LAS PERDICES,7,8079,8085,2367,
C0LEGIO SAGRADO CORAZON,DON BOSCO S/N,,4,CORDOBA,23,TERCERO ARRIBA,344,OLIVA,13,8095,8107,4472,
E.N.E.T. N°1,G.SAVIO Y MENDOZA,,4,CORDOBA,23,TERCERO ARRIBA,348,RIO TERCERO,15,8141,8155,5190,
INST ALEXIS CARREL,GRAL PAZ Y ESPAÑA 390,,4,CORDOBA,23,TERCERO ARRIBA,348,RIO TERCERO,17,8156,8172,5882,
ESC SUP DE COMERCIO,D DE ROJAS S/N,,4,CORDOBA,23,TERCERO ARRIBA,348,RIO TERCERO,6,8185,8190,2076,
ESCUELA N° 402,I.LA CATOLICA 190,,4,CORDOBA,23,TERCERO ARRIBA,348,RIO TERCERO,13,8228,8240,4485,
COLEGIO C SAAVEDRA LAMAS,HILARIO CUADROS Y EDMUNDO CARTOS S/N,,4,CORDOBA,23,TERCERO ARRIBA,348,RIO TERCERO,8,8245,8252,2760,
ESC PROV JOSE M PAZ,BARTOLOME MITRE 451,,4,CORDOBA,23,TERCERO ARRIBA,349,TANCACHA,7,8253,8259,2296,
ESC GRAL JOSE DE SAN MARTIN,SARMIENTO 1076,,4,CORDOBA,23,TERCERO ARRIBA,349,TANCACHA,8,8260,8267,2616,
ESC PROV BARTOLOME MITRE,BV.ALLENDE S/N,,4,CORDOBA,24,TOTORAL,359,VILLA DEL TOTORAL,11,8299,8309,3685,
ESC NORM SUP V DEL TOTORAL,REP ARGENTINA Y PTE PERON S/N,,4,CORDOBA,24,TOTORAL,359,VILLA DEL TOTORAL,6,8310,8315,2008,
IPETYM N° 74 FRAY M ESQUIU,S/C S/N,,4,CORDOBA,24,TOTORAL,359,VILLA DEL TOTORAL,7,8316,8322,2338,
I.P.E.A. N°15,2A DORMIDA,,4,CORDOBA,25,TULUMBA,364,LA DORMIDA,6,8334,8339,1974,
ESC.PROV.F.N.LAPRIDA,FACUNDO QUIROGA 564,,4,CORDOBA,25,TULUMBA,364,LA DORMIDA,8,8340,8347,2632,
ESC PROV CORNELIO SAAVEDRA,PUBLICA S/N,,4,CORDOBA,25,TULUMBA,370,SANTA CRUZ,1,8359,8359,92,
ESC.PROV.OB.O.CORREA,CALLE REAL,,4,CORDOBA,25,TULUMBA,371,TULUMBA,6,8361,8366,1899,
ESC PROV GRAL SAN MARTIN,PTE PERON 75,,4,CORDOBA,26,UNION,373,BALLESTEROS,7,8372,8378,2258,
ESC GRAL BELGRANO-IPEM N°139,ANSELMO G VAZQUEZ 522,,4,CORDOBA,26,UNION,373,BALLESTEROS,5,8379,8383,1610,
ESC.SUPERIOR DE COMERCIO,F.MOLINA 69,,4,CORDOBA,26,UNION,375,BELL VILLE,14,8419,8432,4816,
ESCUELA A MATTERSON,PTE PERON 414,,4,CORDOBA,26,UNION,375,BELL VILLE,12,8433,8444,4128,
ESC.PROV.V.LOPEZ Y PLANES,BUENOS AIRES 414,,4,CORDOBA,26,UNION,384,PUEBLO ITALIANO,5,8512,8516,1594,
ESC.M.C.G.DE MATOCCIA,ITALIA 1320,,4,CORDOBA,26,UNION,385,ESCALANTE,4,8517,8520,1348,
ESC P ALBARRACIN DE SARMIENTO,9 DE JULIO 551,,4,CORDOBA,26,UNION,387,IDIAZABAL,5,8523,8527,1460,
INST SUP DE PROFESORADO,SAN MARTIN 451,,4,CORDOBA,26,UNION,389,LABORDE,6,8533,8538,1968,
ESC.PROV.D.F.SARMIENTO,CARDO 146,,4,CORDOBA,26,UNION,390,MONTE LEÑA,2,8544,8545,530,
INSTITUTO SAGRADO CORAZON,9 DE JULIO 2250,,4,CORDOBA,26,UNION,391,MONTE MAIZ,13,8546,8558,4467,
ESCUELA JOSE DE SAN MARTIN,SAN MARTIN 1518,,4,CORDOBA,26,UNION,391,MONTE MAIZ,6,8559,8564,2058,
ESC PROV NIÑAS DE AYOHUMA,VICENTE LOPEZ Y PLANES S/N,,4,CORDOBA,26,UNION,392,MORRISON,4,8565,8568,1272,
ESC PROV LEOPOLDO LUGONES,MORRISON,,4,CORDOBA,26,UNION,392,MORRISON,7,8569,8575,2220,
INST GALA ORTIZ FERNANDEZ,ESPAÑA 16,,4,CORDOBA,26,UNION,395,PASCANAS,5,8597,8601,1537,
INST DALMACIO VELEZ SARSFIELD,BELGRANO 222,,4,CORDOBA,26,UNION,396,POSSE,12,8605,8616,4008,
ESC PROV JUANA MANSO,DEAN FUNES 346,,4,CORDOBA,26,UNION,396,POSSE,5,8617,8621,1670,
INSTITUTO SAN JOSE,9 DE JULIO Y COLON,,4,CORDOBA,26,UNION,396,POSSE,6,8622,8627,2000,
ESC PROV PAULA ALBARRACIN,PUBLICA S/N,,4,CORDOBA,26,UNION,401,SANTA MARIA,1,8644,8644,226,
INSTITUTO JUAN B ALBERDI,AVELLANEDA 182,,4,CORDOBA,26,UNION,402,VIAMONTE,5,8645,8649,1599,
