escuela,direccion,barrio,seccion_nro,seccion_name,circuito_nro,circuito_name,cant_mesas,desde,hasta,electores,ciudad,provincia,pais,geo,Latitud,Longitud,Encontrado,Calidad,Origen
JARDIN TTE. AVILA,ALTO ALEGRE 1050,,1,CAPITAL,11G,PARQUE REPUBLICA,2,1956,1957,692,Córdoba,Córdoba,Argentina,"ALTO ALEGRE 1050, Córdoba, Córdoba, Argentina",-31.415512,-64.2638407,"Alto Alegre 1050, Córdoba, Argentina",Match,Google
ESC GABRIELA MISTRAL,27 DE ABRIL 5650,,1,CAPITAL,11H,QUEBRADA LAS ROSAS,10,1967,1976,3402,Córdoba,Córdoba,Argentina,"27 DE ABRIL 5650, Córdoba, Córdoba, Argentina",-31.393881,-64.2555408,"27 de Abril 5650, X5003DAD Córdoba, Argentina",Match,Google
ESC REPUBLICA DE VENEZUELA - BOYERO - - 517,BOYERO,,1,CAPITAL,11H,QUEBRADA LAS ROSAS,10,1977,1986,3400,Córdoba,Córdoba,Argentina,"BOYERO, Córdoba, Córdoba, Argentina",-31.3857344,-64.2585145,"Boyero, Córdoba, Argentina",Match,Google
ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,,1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,10,2010,2019,3404,Córdoba,Córdoba,Argentina,"HURTADO DE MENDOZA ESQ PEDRO ACUÑA, Córdoba, Córdoba, Argentina",-31.4223196,-64.2428055,"Calle Hurtado de Mendoza & Pedro Ignacio Acuña, Córdoba, Argentina",Match,Google
COLEGIO SAN JOSE,SOL DE MAYO 726,,1,CAPITAL,11J,SANTA ANA,12,2067,2078,4140,Córdoba,Córdoba,Argentina,"SOL DE MAYO 726, Córdoba, Córdoba, Argentina",-31.417812,-64.2106896,"Sol de Mayo 726, Córdoba, Argentina",Match,Google
ESC EJERCITO ARGENTINO,LA RIOJA 3453,B° VILLA SIBURU,1,CAPITAL,11K,VILLA GRAL URQUIZA,8,2085,2092,2752,Córdoba,Córdoba,Argentina,"LA RIOJA 3453, Córdoba, Córdoba, Argentina",-31.3986685,-64.2249477,"La Rioja 3453, Córdoba, Argentina",Match,Google
ESC MUNIC JUAN B JUSTO,IGUALDAD 4100,,1,CAPITAL,11K,VILLA GRAL URQUIZA,7,2100,2106,2401,Córdoba,Córdoba,Argentina,"IGUALDAD 4100, Córdoba, Córdoba, Argentina",-31.3929713,-64.2323948,"Igualdad 4100, X5003BHT Córdoba, Argentina",Match,Google
IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4861,,1,CAPITAL,11K,VILLA GRAL URQUIZA,4,2114,2117,1372,Córdoba,Córdoba,Argentina,"LA TABLADA 4861, Córdoba, Córdoba, Argentina",-31.390638,-64.2423638,"La Tablada 4861, X5003BNK Córdoba, Argentina",Match,Google
ESC MUNIC OSCAR SOTO LOPEZ,LOS ALGARROBOS,,1,CAPITAL,12,AVELLANEDA,7,2160,2166,2373,Córdoba,Córdoba,Argentina,"LOS ALGARROBOS, Córdoba, Córdoba, Argentina",-31.46184,-64.0988294,"Los Algarrobos, Córdoba, Argentina",Match,Google
INST NTRA SRA DEL SGDO CORAZON,REVOLUCION DE MAYO 1476,,1,CAPITAL,12B,COLON,17,2197,2213,5822,Córdoba,Córdoba,Argentina,"REVOLUCION DE MAYO 1476, Córdoba, Córdoba, Argentina",-31.4359399,-64.1670132,"Revolucion de Mayo 1476, Córdoba, Argentina",Match,Google
ESC HILARIO ASCASUBI,LUCIO V.MANSILLA ESQ. CADIZ,,1,CAPITAL,12B,COLON,10,2229,2238,3420,Córdoba,Córdoba,Argentina,"LUCIO V.MANSILLA ESQ. CADIZ, Córdoba, Córdoba, Argentina",-31.4388384,-64.1538893,"Lucio V. Mansilla & Cádiz, Córdoba, Argentina",Match,Google
INST MANUEL BELGRANO,LUIS BRAILE 2384,,1,CAPITAL,12B,COLON,8,2239,2246,2736,Córdoba,Córdoba,Argentina,"LUIS BRAILE 2384, Córdoba, Córdoba, Argentina",-31.4321216,-64.1542217,"Luis Braile 2384, X5014AQL Córdoba, Argentina",Match,Google
ESC DR LUIS A CAEIRO,ORTIZ Y HERRERA 1932,,1,CAPITAL,12B,COLON,4,2247,2250,1368,Córdoba,Córdoba,Argentina,"ORTIZ Y HERRERA 1932, Córdoba, Córdoba, Argentina",-31.4290523,-64.1623883,"Ortiz y Herrera 1932, Córdoba, Argentina",Match,Google
POETA OSCAR GUIÑAZU ALVAREZ,ASTURIAS 3345,,1,CAPITAL,12D,JOSE IGNACIO DIAZ,8,2320,2327,2760,Córdoba,Córdoba,Argentina,"ASTURIAS 3345, Córdoba, Córdoba, Argentina",-31.4353797,-64.142144,"Asturias 3345, X5014BRG Córdoba, Argentina",Match,Google
IPEM N° 309 (FUENTEALBA),CALLE PUBLICA,,1,CAPITAL,12D,JOSE IGNACIO DIAZ,6,2328,2333,2070,Córdoba,Córdoba,Argentina,"CALLE PUBLICA, Córdoba, Córdoba, Argentina",-31.379657,-64.1296731,"Calle Publica, Córdoba, Argentina",Match,Google
ESC MUNIC E MOLINARI ROMERO,PAMPAYASTA Y RUMIPAL,,1,CAPITAL,12F,JOSE HERNANDEZ,9,2358,2366,3087,Córdoba,Córdoba,Argentina,"PAMPAYASTA Y RUMIPAL, Córdoba, Córdoba, Argentina",-31.4497284,-64.1620726,"Pampayasta & Rumipal, Córdoba, Argentina",Match,Google
ESC GRAL MANUEL BELGRANO,OLAEN Y AMBOY -,,1,CAPITAL,12F,JOSE HERNANDEZ,11,2374,2384,3773,Córdoba,Córdoba,Argentina,"OLAEN Y AMBOY -, Córdoba, Córdoba, Argentina",-31.4502915,-64.1658034,"Olaen & Amboy, Córdoba, Argentina",Match,Google
ESC EJERCITO ARGENTINO,STEPHENSON Y FULTON,,1,CAPITAL,12G,ITUZAINGO,15,2424,2438,5205,Córdoba,Córdoba,Argentina,"STEPHENSON Y FULTON, Córdoba, Córdoba, Argentina",-31.4662489,-64.0881783,"Fulton & Stephenson, Córdoba, Argentina",Match,Google
ESC.DR.NICOLAS AVELLANEDA,CNO.S.CARLOS KM. 4 1/2,,1,CAPITAL,12H,LOS CERVECEROS,5,2477,2481,1727,Córdoba,Córdoba,Argentina,"CNO.S.CARLOS KM. 4 1/2, Córdoba, Córdoba, Argentina",-31.518383,-64.1691363,"Camino a San Carlos, Córdoba, Argentina",Match,Google
ESC PADRE DIEGO DE TORRES,DIAG ICA Y CAMICALTA,,1,CAPITAL,13,LEANDRO N. ALEM,12,2490,2501,4123,Córdoba,Córdoba,Argentina,"DIAG ICA Y CAMICALTA, Córdoba, Córdoba, Argentina",-31.3841006,-64.1527516,"Bartolomé Valero & Camicalta, X5012 Córdoba, Argentina",Match,Google
ESC ASOCIACION DE MAYO,COLOMPREA 1500,B° ALEM,1,CAPITAL,13,LEANDRO N. ALEM,5,2512,2516,1715,Córdoba,Córdoba,Argentina,"COLOMPREA 1500, Córdoba, Córdoba, Argentina",-31.3897422,-64.1563468,"Colomprea 1500, Córdoba, Argentina",Match,Google
ESC R SANCHEZ DE CALDELARI,ALVAREZ DE LAS CASAS 280,,1,CAPITAL,13A,AYACUCHO,11,2540,2550,3751,Córdoba,Córdoba,Argentina,"ALVAREZ DE LAS CASAS 280, Córdoba, Córdoba, Argentina",-31.3794251,-64.1705812,"Álvarez de las Casas 280, Córdoba, Argentina",Match,Google
ESC CAPITAL FEDERAL,MAURICIO YADAROLA 653,,1,CAPITAL,13C,GENERAL BUSTOS,11,2568,2578,3740,Córdoba,Córdoba,Argentina,"MAURICIO YADAROLA 653, Córdoba, Córdoba, Argentina",-31.3874155,-64.1702699,"Mauricio Yadarola 653, X5001CXM Córdoba, Argentina",Match,Google
ESC CRISTO REY,CURA BROCHERO 753,,1,CAPITAL,13C,GENERAL BUSTOS,7,2579,2585,2380,Córdoba,Córdoba,Argentina,"CURA BROCHERO 753, Córdoba, Córdoba, Argentina",-31.3917198,-64.1707283,"Cura Gabriel Brochero 753, Córdoba, Argentina",Match,Google
ESC ALEJO CARMEN GUZMAN,AUGUSTO LOPEZ 643,,1,CAPITAL,13C,GENERAL BUSTOS,13,2586,2598,4417,Córdoba,Córdoba,Argentina,"AUGUSTO LOPEZ 643, Córdoba, Córdoba, Argentina",-31.393611,-64.1729551,"Augusto López 643, X5001COI Córdoba, Argentina",Match,Google
COLEGIO HORTUS CONCLUSUS,GIANELLI   B°GRAL BUSTOS 500,,1,CAPITAL,13C,GENERAL BUSTOS,10,2599,2608,3390,Córdoba,Córdoba,Argentina,"GIANELLI   B°GRAL BUSTOS 500, Córdoba, Córdoba, Argentina",-31.3957076,-64.1739263,"Gianelli 643, X5001AKG Córdoba, Argentina",Match,Google
ESC REPUBLICA DE LA INDIA,CNO MONTE CRISTO KM 5,,1,CAPITAL,13E,LA DOROTEA,4,2617,2620,1263,Córdoba,Córdoba,Argentina,"CNO MONTE CRISTO KM 5, Córdoba, Córdoba, Argentina",-31.37562,-64.07724,"Córdoba, Cordoba, Argentina",Match,Google
IPEM 159.ARISTOBULO DEL VALLE,DIAZ COLODRERO 2586,,1,CAPITAL,13F,NUEVA ITALIA,6,2638,2643,2070,Córdoba,Córdoba,Argentina,"DIAZ COLODRERO 2586, Córdoba, Córdoba, Argentina",-31.3800637,-64.1449879,"Díaz Colodrero 2586, Córdoba, Argentina",Match,Google
ESC JOSE MARIA PAZ,USANDIVARAS 2254,,1,CAPITAL,13H,PATRICIOS,11,2699,2709,3784,Córdoba,Córdoba,Argentina,"USANDIVARAS 2254, Córdoba, Córdoba, Argentina",-31.3776919,-64.1406878,"Usandivaras 2254, X5012FIJ Córdoba, Argentina",Match,Google
ESC PARROQUIAL SAN ROQUE,USANDIVARAS 2050,,1,CAPITAL,13H,PATRICIOS,8,2725,2732,2752,Córdoba,Córdoba,Argentina,"USANDIVARAS 2050, Córdoba, Córdoba, Argentina",-31.3777611,-64.1438797,"Usandivaras 2050, X5012FIF Córdoba, Argentina",Match,Google
ESC MUNIC JORGE LUIS BORGES,QUINTA SAN JORGE,,1,CAPITAL,13I,SAN JORGE,7,2750,2756,2415,Córdoba,Córdoba,Argentina,"QUINTA SAN JORGE, Córdoba, Córdoba, Argentina",-31.4166452,-64.1795622,"Av Maipú 66, Centro, X5000IBB Córdoba, Argentina",Match,Google
ESC MUNIC. MONSEÑOR ANGELELLI,FEDERICO RAUCH 2790,,1,CAPITAL,13I,SAN JORGE,4,2764,2767,1376,Córdoba,Córdoba,Argentina,"FEDERICO RAUCH 2790, Córdoba, Córdoba, Argentina",-31.3756829,-64.131564,"Federico Rauch 2790, Córdoba, Argentina",Match,Google
ESC CURA BROCHERO,JAMAICA 967,B°RESID AMERICA,1,CAPITAL,13J,VILLA AZALAIS,12,2779,2790,4164,Córdoba,Córdoba,Argentina,"JAMAICA 967, Córdoba, Córdoba, Argentina",-31.3794029,-64.1602025,"Jamaica 967, Córdoba, Argentina",Match,Google
ESC PARROQUIAL L STUCCHI BAUDO,NUEVO MUNDO 824,,1,CAPITAL,13J,VILLA AZALAIS,11,2800,2810,3817,Córdoba,Córdoba,Argentina,"NUEVO MUNDO 824, Córdoba, Córdoba, Argentina",-31.3811499,-64.1644221,"Nuevo Mundo 824, Córdoba, Argentina",Match,Google
I.P.E.T N° 70,AV JUAN B JUSTO 4350,,1,CAPITAL,13J,VILLA AZALAIS,12,2848,2859,4158,Córdoba,Córdoba,Argentina,"AV JUAN B JUSTO 4350, Córdoba, Córdoba, Argentina",-31.3733541,-64.1760897,"Av. Juan B. Justo 4350, Córdoba, Argentina",Match,Google
ESC DR ANTONIO NORES,JULIO DE VEDIA 2353,,1,CAPITAL,13N,YOFRE,13,2871,2883,4486,Córdoba,Córdoba,Argentina,"JULIO DE VEDIA 2353, Córdoba, Córdoba, Argentina",-31.3810075,-64.1378545,"Julio de Vedia 2353, Córdoba, Argentina",Match,Google
ESC MATEO J LUQUE,JACINTO DE ALTOLAGUIRRE 2089,,1,CAPITAL,13N,YOFRE,9,2884,2892,3105,Córdoba,Córdoba,Argentina,"JACINTO DE ALTOLAGUIRRE 2089, Córdoba, Córdoba, Argentina",-31.3845494,-64.1341142,"Jacinto de Altolaguirre 2089, X5012KKG Córdoba, Argentina",Match,Google
ESC. CARLOS TAGLE ACHAVAL,MANZANA 22,,1,CAPITAL,13O,CHACHAPOYAS,4,2893,2896,1382,Córdoba,Córdoba,Argentina,"MANZANA 22, Córdoba, Córdoba, Argentina",-31.3724185,-64.2642557,"Manzana 22, Córdoba, Argentina",Match,Google
ESC MARTIN DE GÜEMES,MONTUFAR Y CORONADO 7126,,1,CAPITAL,14B,ARGUELLO PRIMERO,8,2971,2978,2736,Córdoba,Córdoba,Argentina,"MONTUFAR Y CORONADO 7126, Córdoba, Córdoba, Argentina",-31.3384828,-64.2703511,"Montufar y Coronado 7126, Córdoba, Argentina",Match,Google
ESC ELISA K DE LIVACK,CUIMAN 6543,,1,CAPITAL,14B,ARGUELLO PRIMERO,5,2987,2991,1705,Córdoba,Córdoba,Argentina,"CUIMAN 6543, Córdoba, Córdoba, Argentina",-31.3439445,-64.274444,"Cuiman 6543, Córdoba, Argentina",Match,Google
ESC MODESTA RODRIGUEZ,HNOS GRIMM 7168,,1,CAPITAL,14E,CERRO NORTE,5,3027,3031,1665,Córdoba,Córdoba,Argentina,"HNOS GRIMM 7168, Córdoba, Córdoba, Argentina",-31.3223135,-64.2628741,"Malalco 7168, Córdoba, Argentina",Match,Google
ESC NIÑAS DE AYOHUMA,VALERIO BETA 7300,,1,CAPITAL,14E,CERRO NORTE,10,3032,3041,3323,Córdoba,Córdoba,Argentina,"VALERIO BETA 7300, Córdoba, Córdoba, Argentina",-31.3256003,-64.2623309,"Valerio Beta 7300, Córdoba, Argentina",Match,Google
ESC DR ALEJANDRO GALLARDO,TRINIDAD ESQ ITALIA,,1,CAPITAL,14F,GRANJA DE FUNES,11,3047,3057,3729,Córdoba,Córdoba,Argentina,"TRINIDAD ESQ ITALIA, Córdoba, Córdoba, Argentina",-31.4275416,-64.1690823,"Ferroviarios, Crisol, 5014 Córdoba, Argentina",Match,Google
ESC MUNIC ING MASJOAN,TUCUMAN Y MENDOZA,,1,CAPITAL,14G,LOS BOULEVARES,9,3067,3075,3034,Córdoba,Córdoba,Argentina,"TUCUMAN Y MENDOZA, Córdoba, Córdoba, Argentina",-31.6863064,-63.8715545,"Tucumán & Mendoza, Pilar, Córdoba, Argentina",Match,Google
INST   SAUL TABORDA,OB MOSCOSO Y PERALTA   A PALERMO 2772,,1,CAPITAL,14M,VILLA CENTENARIO,12,3175,3186,4164,Córdoba,Córdoba,Argentina,"OB MOSCOSO Y PERALTA   A PALERMO 2772, Córdoba, Córdoba, Argentina",-31.3752711,-64.2236641,"Obispo Moscoso 2772, Alto Palermo, X5009DUH Córdoba, Argentina",Match,Google
ESC NIÑAS DE AYOHUMA,VALERIO BETA 7300,,1,CAPITAL,14O,VILLA 9 DE JULIO,8,3232,3239,2678,Córdoba,Córdoba,Argentina,"VALERIO BETA 7300, Córdoba, Córdoba, Argentina",-31.3256003,-64.2623309,"Valerio Beta 7300, Córdoba, Argentina",Match,Google
IPEM N° 17,LAGUNA LARGA ESQ.RINCON DE LUNA,,1,CAPITAL,14P,VILLA RIVERA INDARTE,4,3247,3250,1288,Córdoba,Córdoba,Argentina,"LAGUNA LARGA ESQ.RINCON DE LUNA, Córdoba, Córdoba, Argentina",-31.3193075,-64.2932324,"Rincón de Luna & Laguna Larga, X5018 Córdoba, Argentina",Match,Google
ESC.PROV.R.SAENZ PEÑA,CALLE 6,,2,CALAMUCHITA,15A,VILLA AMANCAY,2,3256,3257,567,VILLA AMANCAY,Córdoba,Argentina,"CALLE 6, VILLA AMANCAY, Córdoba, Argentina",-31.4471476,-64.1210462,"Av. Gdor. Amadeo Sabattini, Córdoba, Argentina",Match,Google
ESCUELA N° 404,VILLA LA MERCED,,2,CALAMUCHITA,16A,VILLA LA MERCED,1,3259,3259,101,VILLA LA MERCED,Córdoba,Argentina,"VILLA LA MERCED, VILLA LA MERCED, Córdoba, Argentina",-31.8256397,-64.5200074,"los, Calle Villa de Rota, 14005 Córdoba, Spain",Match,Google
ESC.PROV. F.AMEGHINO,CHAMPAQUI,,2,CALAMUCHITA,16B,CHAMPAQUI,1,3260,3260,10,CHAMPAQUI,Córdoba,Argentina,"CHAMPAQUI, CHAMPAQUI, Córdoba, Argentina",-31.983333,-64.933333,"Mount Champaquí, Cordoba, Argentina",Match,Google
ESC. JOAQUIN V. GONZALEZ,PUBLICA,,2,CALAMUCHITA,16C,VILLA BERNA,1,3261,3261,99,VILLA BERNA,Córdoba,Argentina,"PUBLICA, VILLA BERNA, Córdoba, Argentina",-31.8981368,-64.7398078,"Calle Publica s/n, 5194 Villa Berna, Córdoba, Argentina",Match,Google
ESC PROV DOMINGO F SARMIENTO,SARMIENTO 376,,2,CALAMUCHITA,18,LA CRUZ,3,3284,3286,948,LA CRUZ,Córdoba,Argentina,"SARMIENTO 376, LA CRUZ, Córdoba, Argentina",-32.3031172,-64.4833458,"Sarmiento 376, La Cruz, Córdoba, Argentina",Match,Google
INST DR D VELEZ SARSFIELD,SARMIENTO 236,,2,CALAMUCHITA,18,LA CRUZ,2,3287,3288,631,LA CRUZ,Córdoba,Argentina,"SARMIENTO 236, LA CRUZ, Córdoba, Argentina",-32.3021082,-64.4829766,"Sarmiento 236, La Cruz, Córdoba, Argentina",Match,Google
ESC.PROV.PADRE FELIX ENRIQUE,VILLA QUILLINZO,,2,CALAMUCHITA,18D,VILLA QUILLINZO,1,3292,3292,169,VILLA QUILLINZO,Córdoba,Argentina,"VILLA QUILLINZO, VILLA QUILLINZO, Córdoba, Argentina",-32.2366676,-64.5135422,"Unnamed Rd,, Córdoba, Argentina",Match,Google
ESC. PROV. FRENCH Y BERUTTI,LOS CONDORES,,2,CALAMUCHITA,19,LOS CONDORES,5,3293,3297,1637,LOS CONDORES,Córdoba,Argentina,"LOS CONDORES, LOS CONDORES, Córdoba, Argentina",-32.3211875,-64.2807845,"Los Condores, Córdoba, Argentina",Match,Google
ESC.GRAL J. DE SAN MARTIN,VILLA GRAL.BELGRANO,,2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,9,3307,3315,3105,VILLA GENERAL BELGRANO,Córdoba,Argentina,"VILLA GRAL.BELGRANO, VILLA GENERAL BELGRANO, Córdoba, Argentina",-31.9776652,-64.5594102,"Villa General Belgrano, Cordoba, Argentina",Match,Google
ESC. DE COM. D. DE ROJAS,VILLA GRAL.BELGRANO,,2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,8,3316,3323,2759,VILLA GENERAL BELGRANO,Córdoba,Argentina,"VILLA GRAL.BELGRANO, VILLA GENERAL BELGRANO, Córdoba, Argentina",-31.9776652,-64.5594102,"Villa General Belgrano, Cordoba, Argentina",Match,Google
ESC. PROV. D.F. SARMIENTO,SARMIENTO,,2,CALAMUCHITA,22,RIO DE LOS SAUCES,4,3336,3339,1142,RIO DE LOS SAUCES,Córdoba,Argentina,"SARMIENTO, RIO DE LOS SAUCES, Córdoba, Argentina",-32.5280845,-64.5897472,"Sarmiento, Río de los Sauces, Córdoba, Argentina",Match,Google
ESC.PROV. FRENCH Y BERUTTI,CORDOBA,,2,CALAMUCHITA,23,VILLA YACANTO,5,3340,3344,1673,VILLA YACANTO,Córdoba,Argentina,"CORDOBA, VILLA YACANTO, Córdoba, Argentina",-32.103056,-64.753889,"Yacanto de Calamuchita, Córdoba, Argentina",Match,Google
ESC. PROV.GRAL. SAN MARTIN,SAN AGUSTIN,,2,CALAMUCHITA,25,SAN AGUSTIN,5,3364,3368,1585,SAN AGUSTIN,Córdoba,Argentina,"SAN AGUSTIN, SAN AGUSTIN, Córdoba, Argentina",-31.9777622,-64.3751707,"San Agustín, Cordoba, Argentina",Match,Google
COLEGIO SAN JOSE,SAN AGUSTIN,,2,CALAMUCHITA,25,SAN AGUSTIN,5,3369,3373,1580,SAN AGUSTIN,Córdoba,Argentina,"SAN AGUSTIN, SAN AGUSTIN, Córdoba, Argentina",-31.9777622,-64.3751707,"San Agustín, Cordoba, Argentina",Match,Google
ESC.PROV.M.GUEMES,PUBLICA,,2,CALAMUCHITA,25A,CALMAYO,1,3374,3374,132,CALMAYO,Córdoba,Argentina,"PUBLICA, CALMAYO, Córdoba, Argentina",-32.030836,-64.468656,"calle publica s/n zona rural, 5191 Calmayo, Córdoba, Argentina",Match,Google
ESCUELA N° 481,SEGUNDA USINA,,2,CALAMUCHITA,26A,SEGUNDA USINA,1,3413,3413,167,SEGUNDA USINA,Córdoba,Argentina,"SEGUNDA USINA, SEGUNDA USINA, Córdoba, Argentina",-32.1849015,-64.3800094,"Camino Embalse - Segunda Usina, Córdoba, Argentina",Match,Google
ESC.PROV.DEAN FUNES,SAN IGNACIO,,2,CALAMUCHITA,26B,SAN IGNACIO,1,3414,3414,153,SAN IGNACIO,Córdoba,Argentina,"SAN IGNACIO, SAN IGNACIO, Córdoba, Argentina",-32.1673497,-64.5179538,"Cordoba, Argentina",Match,Google
ESCUELA DR. PABLO RUEDA,LA GRANJA,,3,COLON,27,ASCOCHINGA,6,3418,3423,1998,ASCOCHINGA,Córdoba,Argentina,"LA GRANJA, ASCOCHINGA, Córdoba, Argentina",-31.0091001,-64.2684722,"La Granja, Córdoba, Argentina",Match,Google
ESC ING ALBERTO R MASCIAS,PUBLICA S/N,,3,COLON,27,ASCOCHINGA,4,3424,3427,1329,ASCOCHINGA,Córdoba,Argentina,"PUBLICA S/N, ASCOCHINGA, Córdoba, Argentina",-30.9433044,-64.2702254,"Pueblo La Pampa, Calle Pública s/n, 5000 Ascochinga, Córdoba, Argentina",Match,Google
INSTITUTO D.F.SARMIENTO,CALERA,,3,COLON,28,CALERA,18,3444,3461,6156,CALERA,Córdoba,Argentina,"CALERA, CALERA, Córdoba, Argentina",-31.3582176,-64.33246,"Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
ESCUELA PROV.J.J.PASO-CENMA,CALERA,,3,COLON,28,CALERA,11,3462,3472,3762,CALERA,Córdoba,Argentina,"CALERA, CALERA, Córdoba, Argentina",-31.3582176,-64.33246,"Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
INSTITUTO JESUS MARIA,CALERA,,3,COLON,28,CALERA,10,3473,3482,3419,CALERA,Córdoba,Argentina,"CALERA, CALERA, Córdoba, Argentina",-31.3582176,-64.33246,"Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
JARDIN IBARSABAL,RONDEAU 814,,3,COLON,28A,CALERA CENTRAL,3,3483,3485,1041,CALERA CENTRAL,Córdoba,Argentina,"RONDEAU 814, CALERA CENTRAL, Córdoba, Argentina",-31.3582176,-64.33246,"Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
ESC.TTE. J.R. IBARZABAL,CALERA CENTRAL,,3,COLON,28A,CALERA CENTRAL,15,3486,3500,5205,CALERA CENTRAL,Córdoba,Argentina,"CALERA CENTRAL, CALERA CENTRAL, Córdoba, Argentina",-31.3582176,-64.33246,"Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
CENTRO EDUCATIVO GRAL SAN MART,CALERA CENTRAL,,3,COLON,28A,CALERA CENTRAL,9,3501,3509,3123,CALERA CENTRAL,Córdoba,Argentina,"CALERA CENTRAL, CALERA CENTRAL, Córdoba, Argentina",-31.3582176,-64.33246,"Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
EX ANEXO MARGARITA W DE PAZ,AVELLANEDA 684,,3,COLON,28A,CALERA CENTRAL,9,3510,3518,3115,CALERA CENTRAL,Córdoba,Argentina,"AVELLANEDA 684, CALERA CENTRAL, Córdoba, Argentina",-31.3582176,-64.33246,"Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
MANUEL BELGRANO,LAS ANEMONAS 2231,,3,COLON,28A,CALERA CENTRAL,3,3519,3521,1038,CALERA CENTRAL,Córdoba,Argentina,"LAS ANEMONAS 2231, CALERA CENTRAL, Córdoba, Argentina",-31.3582176,-64.33246,"Av. Ejercito Argentino 282, Córdoba, Argentina",Match,Google
ESC.PROV. M. BELGRANO,COLONIA CAROYA,,3,COLON,29,COLONIA CAROYA,10,3534,3543,3420,COLONIA CAROYA,Córdoba,Argentina,"COLONIA CAROYA, COLONIA CAROYA, Córdoba, Argentina",-31.0221158,-64.0617371,"Col. Caroya, Córdoba, Argentina",Match,Google
ESC. PRESBITERO BONORIS,COLONIA CAROYA,,3,COLON,29,COLONIA CAROYA,11,3554,3564,3751,COLONIA CAROYA,Córdoba,Argentina,"COLONIA CAROYA, COLONIA CAROYA, Córdoba, Argentina",-31.0221158,-64.0617371,"Col. Caroya, Córdoba, Argentina",Match,Google
ESC.PROV.A.ARGENTINA,EL MANZANO SOBRE RUTA E 53,,3,COLON,31,EL MANZANO,4,3593,3596,1191,EL MANZANO,Córdoba,Argentina,"EL MANZANO SOBRE RUTA E 53, EL MANZANO, Córdoba, Argentina",-31.0855504,-64.2905017,"El Manzano, Córdoba, Argentina",Match,Google
LOCAL COMUNAL,VILLA CERRO AZUL,,3,COLON,31B,VILLA CERRO AZUL,2,3604,3605,382,VILLA CERRO AZUL,Córdoba,Argentina,"VILLA CERRO AZUL, VILLA CERRO AZUL, Córdoba, Argentina",-31.084896,-64.309776,"Villa Cerro Azul, Córdoba, Argentina",Match,Google
ESC PROV GRAL JOSE MARIA PAZ,BUENOS AIRES Y CORDOBA,,3,COLON,32,GENERAL PAZ,6,3606,3611,1973,GENERAL PAZ,Córdoba,Argentina,"BUENOS AIRES Y CORDOBA, GENERAL PAZ, Córdoba, Argentina",-31.1350029,-64.1408272,"Buenos Aires & Cordoba, Gral. Paz, Córdoba, Argentina",Match,Google
I.P.E.T.N° 69,JESUS MARIA,,3,COLON,33,JESUS MARIA,13,3627,3639,4498,JESUS MARIA,Córdoba,Argentina,"JESUS MARIA, JESUS MARIA, Córdoba, Argentina",-30.9815529,-64.0957996,"Jesús María, Cordoba, Argentina",Match,Google
COL.NTA.SRA. DEL HUERTO,JESUS MARIA,,3,COLON,33,JESUS MARIA,7,3680,3686,2415,JESUS MARIA,Córdoba,Argentina,"JESUS MARIA, JESUS MARIA, Córdoba, Argentina",-30.9815529,-64.0957996,"Jesús María, Cordoba, Argentina",Match,Google
ESC.N°21 GENDARMERIA NACIONAL,JESUS MARIA,,3,COLON,33,JESUS MARIA,11,3687,3697,3795,JESUS MARIA,Córdoba,Argentina,"JESUS MARIA, JESUS MARIA, Córdoba, Argentina",-30.9815529,-64.0957996,"Jesús María, Cordoba, Argentina",Match,Google
ESC.ATAHUALPA YUPANQUI,BARRIO PARQUE NORTE,,3,COLON,34,JUAREZ CELMAN,10,3722,3731,3440,JUAREZ CELMAN,Córdoba,Argentina,"BARRIO PARQUE NORTE, JUAREZ CELMAN, Córdoba, Argentina",-31.2560444,-64.1672289,"Av. Juárez Celman, 5145 Juárez Celman, Córdoba, Argentina",Match,Google
ESC.CAP.LUIS C.CANDELARIA,MALVINAS ARGENTINAS,,3,COLON,35,MALVINAS ARGENTINAS,10,3732,3741,3460,MALVINAS ARGENTINAS,Córdoba,Argentina,"MALVINAS ARGENTINAS, MALVINAS ARGENTINAS, Córdoba, Argentina",-31.3791924,-64.0539474,"Malvinas Argentinas, Cordoba, Argentina",Match,Google
ESC CIUDAD DE MALVINAS ARGENT,AV SAN MARTIN 600,,3,COLON,35,MALVINAS ARGENTINAS,12,3742,3753,4152,MALVINAS ARGENTINAS,Córdoba,Argentina,"AV SAN MARTIN 600, MALVINAS ARGENTINAS, Córdoba, Argentina",-31.388173,-64.0571242,"Av. San Martín 600, Malvinas Argentinas, Córdoba, Argentina",Match,Google
